종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"176590","코나솔","KONEX","일반기업부","6050","0","0.00","6050","6050","5800","1208","7201230","35231164650","5823333"
"052400","코나아이","KOSDAQ","우량기업부","60600","-1600","-2.57","63200","64100","60200","136060","8370242200","882535434600","14563291"
"402030","코난테크놀로지","KOSDAQ","기술성장기업부","40950","-350","-0.85","41650","42100","40050","82676","3394689875","469585443600","11467288"
"391710","코닉오토메이션","KOSDAQ","벤처기업부","1610","-30","-1.83","1688","1688","1595","45105","72532082","67724788460","42065086"
"046070","코다코","KOSDAQ","관리종목(소속부없음)","10280","0","0.00","0","0","0","0","0","159196994920","15486089"
"047770","코데즈컴바인","KOSDAQ","중견기업부","1860","-26","-1.38","1876","1876","1836","56105","103889980","70387239720","37842602"
"080530","코디","KOSDAQ","중견기업부","1611","-8","-0.49","1600","1689","1594","123976","203360971","73996460055","45932005"
"417310","코람코더원리츠","KOSPI",,"5380","-10","-0.19","5390","5390","5320","29178","156305375","217352000000","40400000"
"357120","코람코라이프인프라리츠","KOSPI",,"4445","25","0.57","4460","4470","4430","56734","252173287","432655648530","97335354"
"104540","코렌텍","KOSDAQ","기술성장기업부","5850","-230","-3.78","6080","6080","5770","34249","200253040","74796579000","12785740"
"027050","코리아나","KOSDAQ","중견기업부","2790","-15","-0.53","2835","3020","2775","3618644","10462372240","111600000000","40000000"
"007815","코리아써우","KOSPI",,"5800","-120","-2.03","5920","5920","5700","436","2515220","17195202000","2964690"
"007810","코리아써키트","KOSPI",,"11100","-140","-1.25","11240","11280","10880","34164","376131280","262190336100","23620751"
"00781K","코리아써키트2우B","KOSPI",,"5530","0","0.00","5530","5530","5400","49","270580","4333855470","783699"
"190650","코리아에셋투자증권","KOSDAQ","우량기업부","7630","-540","-6.61","7720","7720","7540","68186","518552295","48740440000","6388000"
"123410","코리아에프티","KOSDAQ","우량기업부","4920","85","1.76","4840","4920","4770","134989","655038224","136978034880","27841064"
"003690","코리안리","KOSPI",,"10110","-80","-0.79","10230","10240","10020","161810","1637078310","1969640623410","194821031"
"036690","코맥스","KOSDAQ","관리종목(소속부없음)","2885","0","0.00","0","0","0","0","0","45885746130","15904938"
"049430","코메론","KOSDAQ","우량기업부","10230","-120","-1.16","10380","10380","10110","17760","180937080","92561040000","9048000"
"183300","코미코","KOSDAQ GLOBAL","우량기업부","69100","-800","-1.14","69200","70000","68000","48743","3354097950","722833264400","10460684"
"041960","코미팜","KOSDAQ","벤처기업부","5470","-170","-3.01","5630","5670","5440","73926","406978085","396493688450","72485135"
"089890","코세스","KOSDAQ","우량기업부","7040","-160","-2.22","7200","7200","7000","44461","313569790","116758132480","16584962"
"360350","코셈","KOSDAQ","기술성장기업부","8060","-120","-1.47","8180","8200","7980","7203","57791820","45982058200","5704970"
"189350","코셋","KONEX","일반기업부","1400","0","0.00","0","0","0","0","0","6720000000","4800000"
"082660","코스나인","KOSDAQ","관리종목(소속부없음)","480","0","0.00","0","0","0","0","0","47827617120","99640869"
"192820","코스맥스","KOSPI",,"263500","-13500","-4.87","276500","279500","260000","117290","31113132000","2990595621500","11349509"
"044820","코스맥스비티아이","KOSPI",,"18610","-810","-4.17","19500","19500","18330","30426","565996075","178728969810","9603921"
"222040","코스맥스엔비티","KOSDAQ","중견기업부","4880","-75","-1.51","4955","4955","4675","30326","146733535","100664640000","20628000"
"241710","코스메카코리아","KOSDAQ","우량기업부","60700","200","0.33","61800","64000","59800","142537","8786825050","648276000000","10680000"
"005070","코스모신소재","KOSPI",,"34100","-350","-1.02","34400","34500","33600","111640","3789135850","1108616779600","32510756"
"005420","코스모화학","KOSPI",,"15130","80","0.53","14900","15160","14740","101783","1520086055","581116489640","38408228"
"355150","코스텍시스","KOSDAQ","벤처기업부","12610","260","2.11","12390","12800","12110","148018","1853829750","98324583500","7797350"
"169670","코스텍시스템","KONEX","일반기업부","7800","-190","-2.38","8200","8200","7800","6","47400","22373527800","2868401"
"071950","코아스","KOSPI",,"9060","60","0.67","9310","9310","8910","8937","80295220","29813923200","3290720"
"166480","코아스템켐온","KOSDAQ","벤처기업부","2975","310","11.63","2670","3025","2655","942712","2740971666","97789368600","32870376"
"045970","코아시아","KOSDAQ","중견기업부","3655","-130","-3.43","3785","3785","3625","53410","195959302","96180871780","26314876"
"196450","코아시아씨엠","KOSDAQ","중견기업부","687","10","1.48","678","687","670","39457","26874516","31134552834","45319582"
"384470","코어라인소프트","KOSDAQ","기술성장기업부","5440","-160","-2.86","5670","5670","5390","229260","1256675725","97599388160","17941064"
"002020","코오롱","KOSPI",,"51600","-1900","-3.55","53200","54300","49650","344205","17792481800","651523581600","12626426"
"138490","코오롱ENP","KOSPI",,"6800","0","0.00","6850","6860","6670","34166","230044610","258400000000","38000000"
"003070","코오롱글로벌","KOSPI",,"10650","230","2.21","10860","10860","10050","81588","853149000","201633393450","18932713"
"003075","코오롱글로벌우","KOSPI",,"16490","110","0.67","17000","17000","16300","3172","52425300","12214753130","740737"
"450140","코오롱모빌리티그룹","KOSPI",,"2440","-30","-1.21","2425","2450","2375","294942","712571956","153176490000","62777250"
"45014K","코오롱모빌리티그룹우","KOSPI",,"3985","-145","-3.51","4150","4150","3900","41676","165673500","9787638200","2456120"
"102940","코오롱생명과학","KOSDAQ","중견기업부","35300","-50","-0.14","35350","36000","34450","48126","1703202650","438545561100","12423387"
"002025","코오롱우","KOSPI",,"25850","-850","-3.18","26700","27000","25150","17875","464126975","27824681500","1076390"
"120110","코오롱인더","KOSPI",,"45900","800","1.77","45800","46050","44100","273235","12311249625","1263126276900","27519091"
"120115","코오롱인더우","KOSPI",,"24150","-50","-0.21","24450","24450","23750","17763","426161000","66843819000","2767860"
"950160","코오롱티슈진","KOSDAQ","외국기업(소속부없음)","42300","800","1.93","41500","42850","40800","207035","8691261500","3451720396500","81600955"
"021240","코웨이","KOSPI",,"100500","2700","2.76","96400","101700","95400","151143","15146581600","7226867866500","71909133"
"033290","코웰패션","KOSDAQ","중견기업부","2265","10","0.44","2255","2280","2235","88546","199146100","127194021765","56156301"
"056360","코위버","KOSDAQ","벤처기업부","5600","-20","-0.36","5620","5660","5480","54990","304918270","54862080000","9796800"
"282880","코윈테크","KOSDAQ","우량기업부","12060","-50","-0.41","12130","12130","11940","13137","157698390","138320602200","11469370"
"121850","코이즈","KOSDAQ","벤처기업부","886","3","0.34","883","891","850","125583","109891465","27124159050","30614175"
"448710","코츠테크놀로지","KOSDAQ","벤처기업부","23400","-550","-2.30","24200","24450","23050","74774","1757536325","123097782600","5260589"
"126730","코칩","KOSDAQ","벤처기업부","12500","180","1.46","12320","12600","12120","75608","934988835","106293250000","8503460"
"015710","코콤","KOSDAQ","중견기업부","4265","5","0.12","4235","4300","4185","37530","158894645","74767582500","17530500"
"052330","코텍","KOSDAQ","우량기업부","9150","-30","-0.33","9340","9350","9070","22603","206546660","153482621550","16774057"
"322780","코퍼스코리아","KOSDAQ","중견기업부","1234","-52","-4.04","1250","1256","1151","283036","345099403","46808844442","37932613"
"036420","콘텐트리중앙","KOSPI",,"11520","-260","-2.21","11800","11950","11190","113672","1296160945","221901788160","19262308"
"200130","콜마비앤에이치","KOSDAQ GLOBAL","우량기업부","14900","120","0.81","14800","15030","14750","47856","713146590","438291814200","29415558"
"024720","콜마홀딩스","KOSPI",,"16880","-530","-3.04","17440","17850","16880","347662","6041381400","578920851920","34296259"
"294570","쿠콘","KOSDAQ","우량기업부","28950","-300","-1.03","29400","29450","28300","111816","3230461400","296873130750","10254685"
"192400","쿠쿠홀딩스","KOSPI",,"31100","150","0.48","30950","31350","29900","19834","611764575","1105983953500","35562185"
"284740","쿠쿠홈시스","KOSPI",,"26500","400","1.53","26100","26650","25850","45404","1196021350","594589245000","22437330"
"317690","퀀타매트릭스","KOSDAQ","기술성장기업부","3280","-100","-2.96","3380","3380","3230","82499","269989950","59513267920","18144289"
"227100","퀀텀온","KOSDAQ","관리종목(소속부없음)","612","0","0.00","0","0","0","0","0","14770119384","24134182"
"432720","퀄리타스반도체","KOSDAQ","기술성장기업부","14550","210","1.46","14300","14560","14000","72395","1026009650","204244344600","14037412"
"456190","큐라켐","KONEX","일반기업부","8000","0","0.00","0","0","0","0","0","14034288000","1754286"
"365270","큐라클","KOSDAQ","기술성장기업부","5130","-160","-3.02","5290","5300","5040","51202","263917305","71866965150","14009155"
"348080","큐라티스","KOSDAQ","투자주의환기종목(소속부없음)","887","-3","-0.34","897","898","872","150641","132731447","65516360368","73862864"
"086460","큐러블","KONEX","일반기업부","1454","0","0.00","0","0","0","0","0","4273887600","2939400"
"060280","큐렉소","KOSDAQ","중견기업부","9490","-200","-2.06","9720","9720","9390","139620","1325440125","389944005100","41089990"
"372320","큐로셀","KOSDAQ","기술성장기업부","29800","-250","-0.83","30150","30350","29200","46592","1380512400","426842713800","14323581"
"051780","큐로홀딩스","KOSDAQ","중견기업부","877","13","1.50","864","950","846","155110","137148331","20383448865","23242245"
"115180","큐리언트","KOSDAQ","벤처기업부","12410","-490","-3.80","12960","12960","12150","143266","1774873810","432048093920","34814512"
"445680","큐리옥스바이오시스템즈","KOSDAQ","기술성장기업부","41125","-175","-0.42","41050","42000","39600","89416","3641379475","664687007250","16162602"
"182360","큐브엔터","KOSDAQ","우량기업부","16840","-170","-1.00","17080","17300","16700","50718","856353615","252641931600","15002490"
"405100","큐알티","KOSDAQ","우량기업부","13400","-260","-1.90","13670","13690","13230","21557","288599860","164676633400","12289301"
"066310","큐에스아이","KOSDAQ","벤처기업부","8360","-40","-0.48","8440","8440","8200","29318","242478590","77510751560","9271621"
"136660","큐엠씨","KONEX","일반기업부","1400","0","0.00","1500","1500","1400","196","279000","3305330000","2360950"
"016600","큐캐피탈","KOSDAQ","벤처기업부","290","-3","-1.02","291","293","288","194690","56525754","51691662480","178247112"
"355390","크라우드웍스","KOSDAQ","기술성장기업부","10500","-90","-0.85","10530","10720","10050","212322","2185060040","97733097000","9307914"
"264900","크라운제과","KOSPI",,"9560","460","5.05","9350","9920","9170","405774","3872576330","119728006000","12523850"
"26490K","크라운제과우","KOSPI",,"10370","100","0.97","10360","10640","10190","20942","217318665","8021817200","773560"
"005740","크라운해태홀딩스","KOSPI",,"9700","-80","-0.82","10000","10210","9320","1494102","14623986295","144019265900","14847347"
"005745","크라운해태홀딩스우","KOSPI",,"9720","-480","-4.71","10060","10060","9480","25261","242627930","5839056720","600726"
"259960","크래프톤","KOSPI",,"358000","-4000","-1.10","360000","366000","356500","56069","20156424500","16965862008000","47390676"
"096240","크레버스","KOSDAQ","우량기업부","13940","-60","-0.43","14090","14090","13920","15759","219849665","155266229200","11138180"
"040350","크레오에스지","KOSDAQ","벤처기업부","536","-14","-2.55","550","554","516","442029","234027077","103558053128","193205323"
"215570","크로넥스","KONEX","일반기업부","440","-10","-2.22","440","440","440","853","375320","2234345080","5078057"
"110790","크리스에프앤씨","KOSDAQ","우량기업부","5070","-80","-1.55","5190","5200","5020","74510","379446905","118794967200","23430960"
"900250","크리스탈신소재","KOSDAQ","외국기업(소속부없음)","882","-1","-0.11","883","885","872","337727","295818779","115224483528","130640004"
"045520","크린앤사이언스","KOSDAQ","중견기업부","4405","30","0.69","4375","4495","4375","13024","57533280","28632500000","6500000"
"214150","클래시스","KOSDAQ GLOBAL","우량기업부","62200","300","0.48","61600","63300","61300","146655","9106918550","4074451989800","65505659"
"466100","클로봇","KOSDAQ","기술성장기업부","19420","-780","-3.86","20150","20150","19190","577618","11299669965","478729003380","24651339"
"237880","클리오","KOSDAQ","우량기업부","16180","-10","-0.06","16220","16380","16080","76168","1232282060","292394491540","18071353"
"139670","키네마스터","KOSDAQ","중견기업부","2600","-65","-2.44","2700","2705","2580","17550","45863560","36708906000","14118810"
"020120","키다리스튜디오","KOSPI",,"3910","10","0.26","3890","3915","3810","253663","976707923","144919325060","37063766"
"475430","키스트론","KOSDAQ","중견기업부","5740","-400","-6.51","5900","5980","5720","343133","2008596620","102448151400","17848110"
"487720","키움제10호스팩","KOSDAQ","SPAC(소속부없음)","2110","0","0.00","2105","2110","2105","37","77985","8925300000","4230000"
"489480","키움제11호스팩","KOSDAQ","SPAC(소속부없음)","2100","15","0.72","2080","2110","2080","275","575735","13860000000","6600000"
"446840","키움제8호스팩","KOSDAQ","SPAC(소속부없음)","2200","-30","-1.35","2230","2240","2185","50252","110956870","12936000000","5880000"
"039490","키움증권","KOSPI",,"221000","-13500","-5.76","235000","236500","219500","154101","34456590500","5534546537000","25043197"
"054780","키이스트","KOSDAQ","중견기업부","4320","-45","-1.03","4325","4395","4240","97012","415261060","84446465760","19547793"
"256940","킵스파마","KOSDAQ","벤처기업부","17760","-440","-2.42","18200","18280","17500","153654","2733762075","356587890720","20078147"
"336040","타스컴","KONEX","일반기업부","4300","25","0.58","4275","4300","4275","4","17125","20143496200","4684534"
"219130","타이거일렉","KOSDAQ","중견기업부","11860","-150","-1.25","12010","12050","11700","113732","1338188760","74887479400","6314290"
"346010","타이드","KONEX","일반기업부","1100","0","0.00","0","0","0","0","0","5346068200","4860062"
"318660","타임기술","KONEX","일반기업부","2705","5","0.19","2500","2705","2300","1495","3595270","5821433205","2152101"
"476710","타조엔터테인먼트","KONEX","일반기업부","14350","0","0.00","0","0","0","0","0","14350000000","1000000"
"434190","탈로스","KONEX","일반기업부","5790","0","0.00","5790","5790","5790","1","5790","42669022860","7369434"
"336680","탑런토탈솔루션","KOSDAQ","중견기업부","4035","-35","-0.86","4100","4100","3980","81076","325346336","157952326530","39145558"
"360070","탑머티리얼","KOSDAQ","우량기업부","23500","-250","-1.05","23800","24000","23200","17298","404931575","191373260500","8143543"
"180060","탑선","KONEX","일반기업부","7000","20","0.29","7170","7170","6810","126897","889082000","65433662000","9347666"
"065130","탑엔지니어링","KOSDAQ","중견기업부","3825","-10","-0.26","3840","3860","3750","23313","88107735","62464093650","16330482"
"134580","탑코미디어","KOSDAQ","중견기업부","1791","15","0.84","1776","1803","1753","14109","25061707","88285820859","49294149"
"014580","태경비케이","KOSPI",,"4835","75","1.58","4760","4865","4680","125166","598359565","133364288500","27583100"
"015890","태경산업","KOSPI",,"5280","20","0.38","5290","5320","5180","36134","188748300","154327800000","29228750"
"006890","태경케미컬","KOSPI",,"11710","370","3.26","11370","11940","11280","324689","3794355650","135836000000","11600000"
"023160","태광","KOSDAQ","우량기업부","19470","-1630","-7.73","21000","21000","19210","470124","9212159405","515955000000","26500000"
"003240","태광산업","KOSPI",,"1023000","-32000","-3.03","1033000","1035000","995000","2860","2890030000","1139008200000","1113400"
"011280","태림포장","KOSPI",,"2100","-25","-1.18","2130","2130","2080","43283","90780470","148692474000","70805940"
"323280","태성","KOSDAQ","중견기업부","26900","100","0.37","26650","27000","26300","130592","3464916425","820469637000","30500730"
"053620","태양","KOSDAQ","우량기업부","6900","20","0.29","6880","6920","6840","4044","27821950","59340000000","8600000"
"052960","태양3C","KONEX","일반기업부","3095","0","0.00","3095","3095","3000","712","2137140","15125506410","4887078"
"004100","태양금속","KOSPI",,"2660","-15","-0.56","2680","2695","2630","259187","688951461","97622000000","36700000"
"004105","태양금속우","KOSPI",,"3765","5","0.13","3790","3845","3730","17792","67200430","12424500000","3300000"
"116100","태양기계","KONEX","일반기업부","860","0","0.00","860","860","860","1","860","6398387960","7439986"
"009410","태영건설","KOSPI",,"2850","-25","-0.87","2875","2875","2780","86362","243648184","839233440900","294467874"
"009415","태영건설우","KOSPI",,"5820","70","1.22","5820","5840","5740","2458","14274660","3782848680","649974"
"044490","태웅","KOSDAQ","우량기업부","30250","250","0.83","30400","30850","28650","513060","15278037625","605223275250","20007381"
"124560","태웅로직스","KOSDAQ","우량기업부","3020","-10","-0.33","3050","3075","2985","434504","1315370145","114508083680","37916584"
"001420","태원물산","KOSPI",,"3750","-50","-1.32","3855","4550","3720","199673","817698685","28500000000","7600000"
"191420","테고사이언스","KOSDAQ","벤처기업부","17690","-210","-1.17","17630","17800","17300","5876","102893990","143445273460","8108834"
"073640","테라사이언스","KOSDAQ","관리종목(소속부없음)","654","0","0.00","0","0","0","0","0","69571715580","106378770"
"066700","테라젠이텍스","KOSDAQ","벤처기업부","2955","-40","-1.34","2995","2995","2935","58122","171605590","109785271080","37152376"
"095610","테스","KOSDAQ","우량기업부","25000","-50","-0.20","24900","25200","24200","144156","3560247125","494205650000","19768226"
"055490","테이팩스","KOSPI",,"14250","190","1.35","14090","14290","13890","14277","200562270","67967512500","4769650"
"308700","테크엔","KONEX","일반기업부","199","0","0.00","0","0","0","0","0","1472600000","7400000"
"064520","테크엘","KOSDAQ","중견기업부","2265","-15","-0.66","2300","2300","2235","2480","5591951","50625155430","22351062"
"089030","테크윙","KOSDAQ","중견기업부","31250","-1050","-3.25","32050","32100","31000","463738","14540683750","1167301406250","37353645"
"258050","테크트랜스","KONEX","일반기업부","1352","-238","-14.97","1352","1352","1352","142","191984","13512215184","9994242"
"054450","텔레칩스","KOSDAQ","우량기업부","13540","-200","-1.46","13800","13800","13250","64947","875411415","205052914820","15144233"
"078000","텔코웨어","KOSPI",,"15010","-390","-2.53","15400","15400","14930","13893","209694990","138693555770","9240077"
"200230","텔콘RF제약","KOSDAQ","중견기업부","6240","-260","-4.00","6490","6560","6160","319680","2002347055","75036143520","12025023"
"214420","토니모리","KOSPI",,"10820","-310","-2.79","11270","11380","10670","319515","3475737935","260272925180","24054799"
"393210","토마토시스템","KOSDAQ","기술성장기업부","7130","120","1.71","7050","7560","7000","1194669","8750140715","111331698720","15614544"
"475960","토모큐브","KOSDAQ","기술성장기업부","24600","-750","-2.96","25400","26300","24300","292400","7301229000","324003500400","13170874"
"215480","토박스코리아","KOSDAQ","중견기업부","2370","-15","-0.63","2380","2390","2355","22899","54293225","21756600000","9180000"
"051360","토비스","KOSDAQ","우량기업부","15570","-10","-0.06","15610","15620","15260","63725","982486710","250164093060","16067058"
"045340","토탈소프트","KOSDAQ","벤처기업부","6890","70","1.03","6830","7160","6660","130810","910977640","58964895600","8558040"
"108230","톱텍","KOSDAQ","우량기업부","4110","-15","-0.36","4145","4145","4050","48174","196133715","156275536950","38023245"
"079970","투비소프트","KOSDAQ","관리종목(소속부없음)","596","0","0.00","0","0","0","0","0","6807796888","11422478"
"199800","툴젠","KOSDAQ","기술성장기업부","28700","-300","-1.03","29050","29250","28500","8027","230406400","246319328500","8582555"
"417790","트루엔","KOSDAQ","벤처기업부","9450","-170","-1.77","9620","9680","9400","9054","85586550","103946692500","10999650"
"290090","트윔","KOSDAQ","벤처기업부","8450","20","0.24","8430","8530","8260","1992","16682990","62870264600","7440268"
"026150","특수건설","KOSDAQ","중견기업부","7420","-40","-0.54","7420","7440","7270","63778","467372540","130193776020","17546331"
"464280","티디에스팜","KOSDAQ","중견기업부","10750","10","0.09","10840","10920","10570","29006","308379830","59447500000","5530000"
"117730","티로보틱스","KOSDAQ","벤처기업부","11950","-230","-1.89","12260","12270","11830","95648","1144226725","224445975500","18782090"
"033830","티비씨","KOSDAQ","중견기업부","712","-3","-0.42","715","717","710","62372","44353412","71200000000","100000000"
"057680","티사이언티픽","KOSDAQ","벤처기업부","1246","-49","-3.78","1404","1544","1230","3687470","4906834927","88775632246","71248501"
"204610","티쓰리","KOSDAQ","벤처기업부","2080","10","0.48","2070","2090","2050","183858","380380786","127549177600","61321720"
"125020","티씨머티리얼즈","KOSDAQ","중견기업부","6080","-110","-1.78","6230","6260","5980","573065","3497801945","208105115200","34227815"
"064760","티씨케이","KOSDAQ GLOBAL","우량기업부","104300","-1400","-1.32","104600","105600","102700","15401","1598591350","1217702500000","11675000"
"246710","티앤알바이오팹","KOSDAQ","기술성장기업부","4980","-70","-1.39","5160","5160","4915","54482","270288372","107303203440","21546828"
"340570","티앤엘","KOSDAQ","우량기업부","57400","-900","-1.54","58300","58800","56700","52343","3013194100","466547200000","8128000"
"043220","티에스넥스젠","KOSDAQ","관리종목(소속부없음)","171","0","0.00","0","0","0","0","0","27227331873","159224163"
"277880","티에스아이","KOSDAQ","우량기업부","5260","-50","-0.94","5280","5340","5210","28477","149227340","106284864480","20206248"
"131290","티에스이","KOSDAQ","우량기업부","38800","-200","-0.51","39000","39050","38200","29616","1142548650","429183445200","11061429"
"019180","티에이치엔","KOSPI",,"2900","-20","-0.68","2925","2930","2885","55239","160545475","52200000000","18000000"
"425420","티에프이","KOSDAQ","우량기업부","28100","-400","-1.40","28500","28750","27400","36404","1014692225","319806100000","11381000"
"484810","티엑스알로보틱스","KOSDAQ","중견기업부","15040","-580","-3.71","15670","15680","14960","77988","1184258360","232381761600","15450915"
"131100","티엔엔터테인먼트","KOSDAQ","중견기업부","2130","-5","-0.23","2140","2160","2040","216706","453008778","59742776760","28048252"
"356860","티엘비","KOSDAQ","우량기업부","22250","-400","-1.77","22450","22450","21600","97862","2151562225","218776017500","9832630"
"413300","티엘엔지니어링","KONEX","일반기업부","2700","300","12.50","2700","2700","2700","2","5400","3649090500","1351515"
"363280","티와이홀딩스","KOSPI",,"3820","0","0.00","3870","3875","3705","301899","1141222445","192639803760","50429268"
"36328K","티와이홀딩스우","KOSPI",,"5930","-70","-1.17","6310","6500","5740","68354","408153760","7371073020","1243014"
"321550","티움바이오","KOSDAQ","기술성장기업부","4985","-15","-0.30","5000","5100","4955","44102","221354990","134734176215","27027919"
"091810","티웨이항공","KOSPI",,"2015","5","0.25","2025","2030","2000","527635","1060411687","433988636640","215378976"
"004870","티웨이홀딩스","KOSPI",,"728","-11","-1.49","739","752","723","490660","360007315","82383023632","113163494"
"425040","티이엠씨","KOSDAQ","기술성장기업부","7140","-190","-2.59","7350","7370","7040","78500","563515855","152289645480","21329082"
"241790","티이엠씨씨엔에스","KOSDAQ","우량기업부","7370","50","0.68","7350","7430","7220","42683","312436360","73719412580","10002634"
"022220","티케이지애강","KOSDAQ","중견기업부","911","7","0.77","905","912","900","39389","35723966","47184861469","51794579"
"104480","티케이케미칼","KOSDAQ","우량기업부","1635","25","1.55","1623","1638","1596","102077","164858354","148614034590","90895434"
"081150","티플랙스","KOSDAQ","우량기업부","3315","75","2.31","3250","3320","3240","191601","627737325","80449752630","24268402"
"130740","티피씨글로벌","KOSDAQ","중견기업부","1785","-5","-0.28","1790","1795","1775","11147","19886972","20128872015","11276679"
"217880","틸론","KONEX","일반기업부","2650","40","1.53","2650","2650","2540","1982","5114075","28427318500","10727290"
"084730","팅크웨어","KOSDAQ","우량기업부","8890","-100","-1.11","8990","8990","8820","16481","146077090","98762779360","11109424"
"440110","파두","KOSDAQ","기술성장기업부","13490","-180","-1.32","13600","13630","13130","133630","1780988010","666789291370","49428413"
"034230","파라다이스","KOSPI",,"15150","490","3.34","14800","15230","14660","363259","5418114240","1390340088450","91771623"
"033540","파라텍","KOSDAQ","중견기업부","1300","-14","-1.07","1303","1317","1288","107949","139974706","49076381900","37751063"
"388870","파로스아이바이오","KOSDAQ","기술성장기업부","6360","180","2.91","6360","6400","6070","90859","566922575","82336127520","12945932"
"043200","파루","KOSDAQ","벤처기업부","1597","62","4.04","1555","1745","1555","10151579","16793385604","66761491055","41804315"
"214450","파마리서치","KOSDAQ GLOBAL","우량기업부","466000","-11000","-2.31","470500","483000","460000","83853","39254445750","4897473600000","10509600"
"217950","파마리서치바이오","KONEX","일반기업부","37850","-50","-0.13","37900","38600","36950","1949","72267700","153837199350","4064391"
"208340","파멥신","KOSDAQ","관리종목(소속부없음)","2915","0","0.00","0","0","0","0","0","233786229820","80201108"
"005690","파미셀","KOSPI",,"12350","-840","-6.37","13270","13300","12250","1417651","17807384900","741209505400","60016964"
"177830","파버나인","KOSDAQ","우량기업부","2960","-10","-0.34","2970","2970","2940","18448","54512300","39942094960","13493951"
"037070","파세코","KOSDAQ","중견기업부","9470","1500","18.82","8070","10190","7700","13182357","125884332140","189400000000","20000000"
"150900","파수","KOSDAQ","벤처기업부","5190","-170","-3.17","5380","5380","5140","34336","178712260","60647340180","11685422"
"037030","파워넷","KOSDAQ","우량기업부","2770","-25","-0.89","2795","2825","2725","227032","626364160","60604757980","21878974"
"047310","파워로직스","KOSDAQ","중견기업부","4550","-45","-0.98","4595","4605","4500","105540","479306801","166578935250","36610755"
"266870","파워풀엑스","KONEX","일반기업부","1510","55","3.78","1455","1673","1455","3918","6266509","9677106800","6408680"
"368770","파이버프로","KOSDAQ","벤처기업부","6130","-130","-2.08","6280","6290","6050","89859","550948230","201396399250","32854225"
"170790","파이오링크","KOSDAQ","우량기업부","8440","50","0.60","8470","8470","8260","11629","97018885","57867425200","6856330"
"049120","파인디앤씨","KOSDAQ","벤처기업부","919","-14","-1.50","914","928","895","25423","23039799","47799711736","52012744"
"038950","파인디지털","KOSDAQ","중견기업부","3355","-20","-0.59","3375","3390","3355","1418","4767615","34257116575","10210765"
"387570","파인메딕스","KOSDAQ","기술성장기업부","7130","-130","-1.79","7260","7280","7050","55982","397914800","40112667000","5625900"
"441270","파인엠텍","KOSDAQ","중견기업부","6510","-50","-0.76","6500","6550","6220","347039","2208804390","240791235510","36987901"
"106240","파인테크닉스","KOSDAQ","우량기업부","1042","28","2.76","1014","1044","1000","101947","103975396","17713312280","16999340"
"131760","파인텍","KOSDAQ","벤처기업부","820","-25","-2.96","844","844","815","98261","81209698","35613898060","43431583"
"065690","파커스","KOSDAQ","투자주의환기종목(소속부없음)","1080","8","0.75","1072","1089","1072","13586","14629568","15173277480","14049331"
"140860","파크시스템스","KOSDAQ GLOBAL","우량기업부","290500","8500","3.01","281000","295000","279500","24324","7048508750","2031320378500","6992497"
"091700","파트론","KOSDAQ GLOBAL","우량기업부","6390","-40","-0.62","6400","6410","6340","134565","856342570","364230000000","57000000"
"202960","판도라티비","KONEX","일반기업부","842","22","2.68","820","899","712","6964","5210549","10032920044","11915582"
"032800","판타지오","KOSDAQ","중견기업부","577","1","0.17","577","580","575","43220","24930641","26517222466","45957058"
"318010","팜스빌","KOSDAQ","중견기업부","3815","25","0.66","3800","3890","3800","12885","49223970","30250424470","7929338"
"036580","팜스코","KOSPI",,"2800","-15","-0.53","2815","2815","2715","27175","75035210","102838240400","36727943"
"027710","팜스토리","KOSDAQ","중견기업부","1298","-2","-0.15","1300","1307","1280","256105","330960505","144618746800","111416600"
"004720","팜젠사이언스","KOSPI",,"4335","-20","-0.46","4355","4360","4280","29622","127658450","80239909305","18509783"
"266350","팡스카이","KONEX","일반기업부","398","0","0.00","0","0","0","0","0","4835528860","12149570"
"225590","패션플랫폼","KOSDAQ","우량기업부","994","16","1.64","978","1010","972","68030","67889146","26476892722","26636713"
"054300","팬스타엔터프라이즈","KOSDAQ","벤처기업부","650","-5","-0.76","655","657","636","583321","375320019","75232228500","115741890"
"068050","팬엔터테인먼트","KOSDAQ","중견기업부","2315","-30","-1.28","2315","2350","2255","195745","448632337","64111785940","27694076"
"028670","팬오션","KOSPI",,"3775","-30","-0.79","3815","3820","3725","1277127","4799417488","2017999907800","534569512"
"222110","팬젠","KOSDAQ","기술성장기업부","6130","-70","-1.13","6170","6260","5990","48391","292347410","82719427610","13494197"
"271830","팸텍","KOSDAQ","벤처기업부","1760","3","0.17","1770","1789","1694","156241","271175371","51902755520","29490202"
"010820","퍼스텍","KOSPI",,"3830","-10","-0.26","3845","3850","3740","290197","1098832291","186796522540","48771938"
"016800","퍼시스","KOSPI",,"43700","-300","-0.68","44400","44400","43500","229","10025350","502550000000","11500000"
"263750","펄어비스","KOSDAQ GLOBAL","우량기업부","41700","-900","-2.11","42450","43100","41550","109498","4591288600","2679135553500","64247855"
"251970","펌텍코리아","KOSDAQ","우량기업부","59700","-700","-1.16","61600","62400","58600","39082","2332867950","740280000000","12400000"
"001020","페이퍼코리아","KOSPI",,"740","-5","-0.67","745","745","724","31808","23122762","131707651620","177983313"
