종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"001260","남광토건","KOSPI",,"9230","0","0.00","9210","9280","8840","25009","225077745","90754639560","9832572"
"008350","남선알미늄","KOSPI",,"1216","0","0.00","1215","1217","1205","383845","464217783","156960173440","129079090"
"008355","남선알미우","KOSPI",,"12780","-220","-1.69","13100","13100","12710","631","8027450","3934834200","307890"
"004270","남성","KOSPI",,"1101","-6","-0.54","1107","1107","1089","39737","43470679","39869588160","36212160"
"003920","남양유업","KOSPI",,"64900","0","0.00","65300","65700","64000","6779","437912300","397924355400","6131346"
"003925","남양유업우","KOSPI",,"42800","-50","-0.12","43000","43300","41250","5819","246302875","85600000000","2000000"
"025860","남해화학","KOSPI",,"7950","-110","-1.36","8020","8090","7880","122005","968005130","394946801850","49678843"
"111710","남화산업","KOSDAQ","중견기업부","4825","-35","-0.72","4860","4950","4800","9709","46823770","99337100000","20588000"
"091590","남화토건","KOSDAQ","우량기업부","4255","-130","-2.96","4335","4380","4210","15881","67455487","49953700000","11740000"
"168330","내츄럴엔도텍","KOSDAQ","벤처기업부","3555","140","4.10","3450","3660","3330","235337","822564343","112888669500","31754900"
"094860","네오리진","KOSDAQ","중견기업부","1007","-1","-0.10","1018","1054","998","9145","9228774","21549365983","21399569"
"253590","네오셈","KOSDAQ","우량기업부","9210","-80","-0.86","9260","9270","9110","149841","1375733605","404035000440","43869164"
"212560","네오오토","KOSDAQ","우량기업부","9230","380","4.29","8850","9300","8710","167952","1520295855","72685908490","7874963"
"095660","네오위즈","KOSDAQ","우량기업부","24800","-250","-1.00","25000","25100","24600","35966","893071025","542049036800","21856816"
"042420","네오위즈홀딩스","KOSDAQ","중견기업부","26650","-750","-2.74","27350","27700","26050","17045","450906050","229025995900","8593846"
"950220","네오이뮨텍","KOSDAQ","외국기업(소속부없음)","1045","-1","-0.10","1047","1075","1031","548121","574470547","103316500925","98867465"
"311390","네오크레마","KOSDAQ","벤처기업부","5460","-10","-0.18","5470","5560","5370","13601","74089110","69089687940","12653789"
"085910","네오티스","KOSDAQ","중견기업부","3280","-15","-0.46","3300","3325","3255","18758","61371015","45706203040","13934818"
"092730","네오팜","KOSDAQ","우량기업부","14520","50","0.35","14530","14800","14360","51913","753775950","232726400280","16027989"
"290660","네오펙트","KOSDAQ","기술성장기업부","1691","91","5.69","1600","1918","1600","2031671","3644682282","78039863066","46150126"
"306620","네온테크","KOSDAQ","벤처기업부","2207","-43","-1.91","2285","2285","2200","159258","353372775","95924763297","43463871"
"153460","네이블","KOSDAQ","중견기업부","7720","-160","-2.03","7800","7940","7610","4220","32542110","50411708080","6530014"
"007390","네이처셀","KOSDAQ","중견기업부","28350","0","0.00","28250","28600","28050","162573","4597980550","1826733837600","64435056"
"033640","네패스","KOSDAQ","중견기업부","11110","-390","-3.39","11570","11570","10870","88343","976270035","256187734220","23059202"
"330860","네패스아크","KOSDAQ","중견기업부","13320","90","0.68","13230","13570","13100","30535","406014955","162291479400","12184045"
"351320","넥사다이내믹스","KOSDAQ","중견기업부","2210","-15","-0.67","2250","2250","2100","41374","90212450","48655108060","22015886"
"005720","넥센","KOSPI",,"6400","-190","-2.88","6590","6630","6400","36513","235512525","342681452800","53543977"
"005725","넥센우","KOSPI",,"4340","5","0.12","4295","4345","4260","2356","10103625","15626604000","3600600"
"002350","넥센타이어","KOSPI",,"6230","-10","-0.16","6180","6250","6100","61378","378750575","608470873710","97667877"
"002355","넥센타이어1우B","KOSPI",,"3320","15","0.45","3330","3335","3295","6776","22448090","21580000000","6500000"
"089140","넥스턴바이오","KOSDAQ","벤처기업부","2775","20","0.73","2755","2775","2675","38753","105068203","35622630600","12836984"
"389650","넥스트바이오메디컬","KOSDAQ","기술성장기업부","45650","-1350","-2.87","46550","47200","45300","52227","2392016275","370994628400","8126936"
"137940","넥스트아이","KOSDAQ","중견기업부","395","1","0.25","394","400","392","434982","172165261","33720751840","85368992"
"396270","넥스트칩","KOSDAQ","기술성장기업부","5280","-60","-1.12","5310","5370","5240","36687","193714850","95509603200","18088940"
"348210","넥스틴","KOSDAQ GLOBAL","우량기업부","49000","-1200","-2.39","50000","50000","48500","77258","3781658400","513373245000","10477005"
"092790","넥스틸","KOSPI",,"14300","-370","-2.52","14710","14820","14200","297872","4283045380","371828600000","26002000"
"225570","넥슨게임즈","KOSDAQ","우량기업부","14620","650","4.65","15500","15500","14290","2375060","35189090375","962875743880","65860174"
"205500","넥써쓰","KOSDAQ","중견기업부","4145","-295","-6.64","4655","4655","3985","2292635","9587787134","243384862355","58717699"
"217270","넵튠","KOSDAQ","중견기업부","8550","-350","-3.93","9070","9090","8550","115890","1006433580","399299047650","46701643"
"251270","넷마블","KOSPI",,"61400","-600","-0.97","61600","62600","60600","133294","8182903200","5277545022800","85953502"
"317860","노드메이슨","KONEX","일반기업부","5200","0","0.00","5200","5200","5200","1","5200","23468718000","4513215"
"104620","노랑풍선","KOSDAQ","중견기업부","5760","-110","-1.87","5880","5890","5670","98632","567193880","91250645760","15842126"
"090350","노루페인트","KOSPI",,"9330","10","0.11","9350","9350","9180","57372","532659625","186600000000","20000000"
"090355","노루페인트우","KOSPI",,"15710","180","1.16","16000","16000","15470","352","5530390","7275709460","463126"
"000320","노루홀딩스","KOSPI",,"24900","-600","-2.35","25750","25850","23950","158225","3897745450","330949659900","13291151"
"000325","노루홀딩스우","KOSPI",,"35850","-450","-1.24","37300","37300","35500","591","21319050","8731590150","243559"
"473980","노머스","KOSDAQ","기술성장기업부","31550","-600","-1.87","32600","32900","30600","157068","4941503600","343558109100","10889322"
"194700","노바렉스","KOSDAQ","우량기업부","18350","-1050","-5.41","19020","19570","18130","207070","3856026355","344151460800","18754848"
"285490","노바텍","KOSDAQ","벤처기업부","17660","-300","-1.67","18080","18090","17390","31296","551442280","186769175460","10575831"
"145170","노브랜드","KOSDAQ","중견기업부","5310","70","1.34","5270","5330","5230","27292","143939500","89783630550","16908405"
"229500","노브메타파마","KONEX","일반기업부","11400","100","0.88","11300","11800","11270","3616","41309640","138230050200","12125443"
"106520","노블엠앤비","KOSDAQ","투자주의환기종목(소속부없음)","411","0","0.00","0","0","0","0","0","15904036272","38695952"
"376930","노을","KOSDAQ","기술성장기업부","2105","0","0.00","2110","2250","2060","422558","892505069","77773561300","36947060"
"006280","녹십자","KOSPI",,"130200","1500","1.17","127700","130300","127500","22947","2965582850","1521587247600","11686538"
"142280","녹십자엠에스","KOSDAQ","중견기업부","4030","-20","-0.49","4050","4075","3965","56847","227774207","87619961780","21741926"
"234690","녹십자웰빙","KOSDAQ","우량기업부","9530","-60","-0.63","9640","9690","9420","86351","820072050","169179190280","17752276"
"005250","녹십자홀딩스","KOSPI",,"16360","40","0.25","16590","16590","16150","46865","765455455","769381515600","47028210"
"005257","녹십자홀딩스2우","KOSPI",,"38700","-1000","-2.52","38700","40700","37050","8891","343064850","32739813000","845990"
"004370","농심","KOSPI",,"403500","5500","1.38","399000","406500","397000","40131","16153421500","2454346047000","6082642"
"072710","농심홀딩스","KOSPI",,"85000","-900","-1.05","86700","87200","83600","9578","814134550","394212150000","4637790"
"054050","농우바이오","KOSDAQ","우량기업부","8430","60","0.72","8400","8440","8320","24560","205520790","135137629230","16030561"
"069140","누리플랜","KOSDAQ","중견기업부","1660","27","1.65","1618","1660","1593","43437","70267797","21750553380","13102743"
"040160","누리플렉스","KOSDAQ","중견기업부","3470","-5","-0.14","3535","3540","3215","115954","389421840","41832706450","12055535"
"332290","누보","KOSDAQ","벤처기업부","1264","-26","-2.02","1290","1296","1246","78194","98642741","42198390992","33384803"
"348340","뉴로메카","KOSDAQ","기술성장기업부","24600","450","1.86","24850","24850","23900","58006","1412850400","278904640200","11337587"
"060260","뉴보텍","KOSDAQ","벤처기업부","1621","-31","-1.88","1655","1665","1594","92034","147904363","21902966589","13512009"
"123840","뉴온","KOSDAQ","관리종목(소속부없음)","1174","-46","-3.77","1237","1238","1149","110165","127896758","43619156418","37154307"
"012340","뉴인텍","KOSDAQ","벤처기업부","596","1","0.17","598","603","592","79066","47151790","30757451352","51606462"
"270870","뉴트리","KOSDAQ","우량기업부","5530","30","0.55","5550","5560","5450","7285","40051450","50877238720","9200224"
"144960","뉴파워프라즈마","KOSDAQ","우량기업부","5080","0","0.00","5100","5100","4995","62259","313334835","221958529920","43692624"
"085670","뉴프렉스","KOSDAQ","우량기업부","4265","-25","-0.58","4290","4335","4200","73109","308998020","104282495665","24450761"
"064260","다날","KOSDAQ","중견기업부","6770","-580","-7.89","7210","7500","6580","14071921","98619475185","466785000800","68949040"
"340360","다보링크","KOSDAQ","중견기업부","1452","-8","-0.55","1460","1471","1423","140313","202824788","63818171868","43951909"
"039560","다산네트웍스","KOSDAQ","중견기업부","3065","30","0.99","3020","3080","2970","109144","328103471","121416851765","39613981"
"154040","다산솔루에타","KOSDAQ","중견기업부","1241","20","1.64","1221","1252","1221","13871","17194373","22276066654","17950094"
"058730","다스코","KOSPI",,"3055","30","0.99","3025","3070","3005","26888","81204320","57424654755","18796941"
"030210","다올투자증권","KOSPI",,"3595","-145","-3.88","3740","3780","3575","162340","592045485","218975426070","60911106"
"023590","다우기술","KOSPI",,"37200","-450","-1.20","37500","37800","35900","216414","7947460775","1669038152400","44866617"
"032190","다우데이타","KOSDAQ","우량기업부","20100","290","1.46","20700","20750","18260","1356312","26300205150","769830000000","38300000"
"323350","다원넥스뷰","KOSDAQ","기술성장기업부","7400","-100","-1.33","7420","7500","7330","28164","207632515","59279712800","8010772"
"068240","다원시스","KOSDAQ","벤처기업부","8680","-200","-2.25","8800","8870","8600","64201","557069115","331258633160","38163437"
"145210","다이나믹디자인","KOSPI",,"865","11","1.29","849","875","835","94236","80870073","31118179510","35974774"
"483650","달바글로벌","KOSPI",,"184800","-7700","-4.00","193400","194900","181900","183374","34232978850","2235787092000","12098415"
"464580","닷밀","KOSDAQ","기술성장기업부","2855","-205","-6.70","3020","3025","2830","561116","1623813311","52416332530","18359486"
"019680","대교","KOSPI",,"2385","-15","-0.63","2405","2405","2345","22860","54093290","202016297250","84702850"
"019685","대교우B","KOSPI",,"1304","-7","-0.53","1307","1309","1297","12606","16428624","25332794960","19426990"
"006370","대구백화점","KOSPI",,"6550","-20","-0.30","6640","6640","6520","7698","50361040","70881552050","10821611"
"008060","대덕","KOSPI",,"7920","-70","-0.88","8040","8050","7850","109727","866965500","268409988000","33890150"
"00806K","대덕1우","KOSPI",,"8820","20","0.23","8520","8870","8520","640","5536540","10692988740","1212357"
"353200","대덕전자","KOSPI",,"17000","-450","-2.58","17450","17450","16740","238295","4037057315","840087725000","49416925"
"35320K","대덕전자1우","KOSPI",,"8070","-190","-2.30","8150","8280","8030","9233","74572220","16910838330","2095519"
"000490","대동","KOSPI",,"10340","10","0.10","10430","10450","10170","151705","1557109130","272900083720","26392658"
"178600","대동고려삼","KONEX","일반기업부","2100","5","0.24","2400","2400","2100","2","4500","9344160000","4449600"
"020400","대동금속","KOSDAQ","중견기업부","6020","30","0.50","6150","6150","5990","2536","15324350","19198779320","3189166"
"008830","대동기어","KOSDAQ","중견기업부","17800","-90","-0.50","18010","18070","17430","45341","800231020","159977856000","8987520"
"048470","대동스틸","KOSDAQ","중견기업부","4120","-65","-1.55","4185","4200","4065","45077","184856215","41200000000","10000000"
"008110","대동전자","KOSPI",,"15040","0","0.00","0","0","0","0","0","157776322880","10490447"
"004780","대륙제관","KOSDAQ","우량기업부","3875","60","1.57","3840","3880","3815","24631","94706057","61624896125","15903199"
"005750","대림바스","KOSPI",,"4595","240","5.51","4355","5010","4345","911564","4325614383","76608942800","16672240"
"017650","대림제지","KOSDAQ","우량기업부","7300","-20","-0.27","7390","7390","7250","2220","16221660","65700000000","9000000"
"006570","대림통상","KOSPI",,"2825","-45","-1.57","2870","2980","2680","57870","165589890","43010625000","15225000"
"389260","대명에너지","KOSDAQ","우량기업부","25850","-400","-1.52","26600","26700","25300","58501","1516279375","463137001250","17916325"
"317850","대모","KOSDAQ","벤처기업부","7720","60","0.78","7690","7720","7620","33866","259480960","64264522400","8324420"
"290670","대보마그네틱","KOSDAQ","중견기업부","19700","850","4.51","20050","22200","19500","629915","13152952100","154795902000","7857660"
"078140","대봉엘에스","KOSDAQ","우량기업부","13590","-310","-2.23","13850","13850","13440","48827","661644780","150666608610","11086579"
"065150","대산F&B","KOSDAQ","관리종목(소속부없음)","145","0","0.00","0","0","0","0","0","23110448725","159382405"
"001680","대상","KOSPI",,"23150","50","0.22","23150","23250","22550","104412","2394642925","802101778750","34648025"
"001685","대상우","KOSPI",,"17400","-20","-0.11","17420","17420","17180","16410","283887845","23841880200","1370223"
"084690","대상홀딩스","KOSPI",,"11240","-180","-1.58","11700","11800","10880","595034","6705047980","407028927120","36212538"
"084695","대상홀딩스우","KOSPI",,"15930","-40","-0.25","16200","16200","15590","11346","179427540","14551768260","913482"
"036480","대성미생물","KOSDAQ","중견기업부","8190","40","0.49","8150","8190","8110","3847","31381410","31122000000","3800000"
"128820","대성산업","KOSPI",,"4450","5","0.11","4510","4530","4345","133724","590310700","201297877100","45235478"
"117580","대성에너지","KOSPI",,"8390","-40","-0.47","8380","8550","8320","113554","955268945","230725000000","27500000"
"027830","대성창투","KOSDAQ","벤처기업부","1883","11","0.59","1881","1889","1830","429104","794465268","101682000000","54000000"
"104040","대성파인텍","KOSDAQ","벤처기업부","1048","5","0.48","1053","1053","1026","186967","193459428","49491786376","47224987"
"129920","대성하이텍","KOSDAQ","벤처기업부","4525","-95","-2.06","4620","4655","4400","136734","617178420","62060614825","13715053"
"016710","대성홀딩스","KOSPI",,"10360","-180","-1.71","10570","10620","10220","57347","594705510","166686795240","16089459"
"442310","대신밸런스제14호스팩","KOSDAQ","관리종목(소속부없음)","2135","0","0.00","2130","2135","2130","146253","311689240","14325850000","6710000"
"457630","대신밸런스제16호스팩","KOSDAQ","SPAC(소속부없음)","2155","0","0.00","2135","2155","2135","3317","7135055","15753050000","7310000"
"471050","대신밸런스제17호스팩","KOSDAQ","SPAC(소속부없음)","2145","-5","-0.23","2150","2150","2145","402","862765","12998700000","6060000"
"478780","대신밸런스제18호스팩","KOSDAQ","SPAC(소속부없음)","2185","0","0.00","0","0","0","0","0","17283350000","7910000"
"482690","대신밸런스제19호스팩","KOSDAQ","SPAC(소속부없음)","2120","0","0.00","2110","2120","2110","1808","3824005","11903800000","5615000"
"020180","대신정보통신","KOSDAQ","중견기업부","1119","-1","-0.09","1127","1127","1106","545314","606981076","43001955885","38428915"
"003540","대신증권","KOSPI",,"24700","-450","-1.79","25200","25200","24300","93289","2302053225","1254102980000","50773400"
"003547","대신증권2우B","KOSPI",,"18560","-90","-0.48","18650","18740","18460","40651","754654680","185600000000","10000000"
"003545","대신증권우","KOSPI",,"19790","-310","-1.54","20150","20200","19670","66403","1313544160","514540000000","26000000"
"045390","대아티아이","KOSDAQ","우량기업부","5300","-80","-1.49","5370","5370","5210","452565","2387153735","373508898100","70473377"
"009190","대양금속","KOSPI",,"1683","-14","-0.82","1694","1703","1674","65721","110943448","72693187875","43192625"
"108380","대양전기공업","KOSDAQ","우량기업부","22700","-100","-0.44","22900","23650","22500","47424","1083400800","217178459100","9567333"
"014160","대영포장","KOSPI",,"1184","5","0.42","1187","1187","1168","562427","662862437","128339146016","108394549"
"047040","대우건설","KOSPI",,"4145","-80","-1.89","4265","4270","4085","1457290","6017321976","1722755834510","415622638"
"003090","대웅","KOSPI",,"23000","-750","-3.16","23650","24100","22750","65057","1508659000","1337265540000","58141980"
"069620","대웅제약","KOSPI",,"144500","-500","-0.34","145600","147200","143400","13448","1946064350","1674260087500","11586575"
"007680","대원","KOSDAQ","중견기업부","4750","-15","-0.31","4760","4760","4710","941","4453825","63870751500","13446474"
"000430","대원강업","KOSPI",,"3790","5","0.13","3785","3800","3745","38680","146278611","234980000000","62000000"
"048910","대원미디어","KOSDAQ","우량기업부","11240","-490","-4.18","11760","12030","11180","215791","2503583235","141387353040","12578946"
"005710","대원산업","KOSDAQ","우량기업부","11170","70","0.63","11100","11350","10920","28273","313389535","223819992000","20037600"
"006340","대원전선","KOSPI",,"3115","-75","-2.35","3200","3205","3060","2037164","6340845658","233560130125","74979175"
"006345","대원전선우","KOSPI",,"4095","-125","-2.96","4220","4220","4065","24467","100473435","10733814000","2621200"
"003220","대원제약","KOSPI",,"13200","-40","-0.30","13290","13290","13130","21749","286557900","296044095600","22427583"
"024890","대원화성","KOSPI",,"904","1","0.11","903","907","900","9314","8412547","37289233408","41249152"
"290380","대유","KOSDAQ","관리종목(소속부없음)","2300","0","0.00","0","0","0","0","0","56841307600","24713612"
"002880","대유에이텍","KOSPI",,"1159","-22","-1.86","1181","1184","1150","53935","62480522","54176319180","46744020"
"120240","대정화금","KOSDAQ","우량기업부","14100","-300","-2.08","14260","14260","13970","42348","596795010","101384513100","7190391"
"003310","대주산업","KOSDAQ","우량기업부","1835","15","0.82","1820","1840","1793","371825","674538742","64944962250","35392350"
"114920","대주이엔티","KONEX","일반기업부","2300","-80","-3.36","2730","2730","2050","6597","15110285","7979850000","3469500"
"078600","대주전자재료","KOSDAQ","우량기업부","69900","-1300","-1.83","70500","70800","69000","90252","6279039450","1082093450700","15480593"
"393970","대진첨단소재","KOSDAQ","벤처기업부","8820","-180","-2.00","9010","9020","8590","93048","810850690","130507952400","14796820"
"012800","대창","KOSPI",,"1441","32","2.27","1412","1470","1391","3077534","4398150015","131333459059","91140499"
"015230","대창단조","KOSPI",,"5860","-30","-0.51","5960","5960","5760","86976","508628435","167433267800","28572230"
"096350","대창솔루션","KOSDAQ","벤처기업부","527","-36","-6.39","563","563","505","5313755","2814543638","86302051743","163761009"
"140520","대창스틸","KOSDAQ","우량기업부","2440","45","1.88","2395","2455","2395","48367","117547861","51506552920","21109243"
"131220","대한과학","KOSDAQ","벤처기업부","5030","60","1.21","4995","5050","4905","29265","144852875","37496084700","7454490"
"010170","대한광통신","KOSDAQ","중견기업부","985","-48","-4.65","1033","1039","970","1124787","1121792759","107868498510","109511166"
"054670","대한뉴팜","KOSDAQ","우량기업부","7590","150","2.02","7430","7630","7420","67756","509124360","108953842800","14354920"
"001070","대한방직","KOSPI",,"6470","-100","-1.52","6590","6590","6420","7290","47149280","34291000000","5300000"
"023910","대한약품","KOSDAQ","우량기업부","30800","200","0.65","30350","30800","30200","9030","275721675","184800000000","6000000"
"006650","대한유화","KOSPI",,"88600","3200","3.75","85000","90300","84600","37765","3327500250","575900000000","6500000"
"001440","대한전선","KOSPI",,"16610","-640","-3.71","17250","17280","16380","1772084","29499217335","3096889653000","186447300"
"084010","대한제강","KOSPI",,"15960","20","0.13","15940","16090","15700","7703","122228130","373693776120","23414397"
"001790","대한제당","KOSPI",,"3000","-20","-0.66","3025","3035","2980","520390","1561037293","269089740000","89696580"
"001795","대한제당우","KOSPI",,"2520","-20","-0.79","2570","2570","2490","57947","145547375","16336555200","6482760"
"001130","대한제분","KOSPI",,"154900","1000","0.65","154000","155200","151000","2649","405685600","261781000000","1690000"
"003490","대한항공","KOSPI",,"23400","500","2.18","22900","23750","22900","2054115","48025182525","8616363467400","368220661"
"003495","대한항공우","KOSPI",,"24000","50","0.21","24050","24400","23600","7807","186976575","26659056000","1110794"
"005880","대한해운","KOSPI",,"1675","-8","-0.48","1688","1706","1648","6937444","11642013036","540601794500","322747340"
"003830","대한화섬","KOSPI",,"132000","-300","-0.23","133100","134400","131000","89","11762700","175296000000","1328000"
"016090","대현","KOSPI",,"1901","1","0.05","1906","1906","1890","49363","93573620","84180671310","44282310"
"069460","대호에이엘","KOSPI",,"1832","-3","-0.16","1835","1872","1800","229346","420548774","124271937464","67834027"
"021040","대호특수강","KOSDAQ","중견기업부","1296","-17","-1.29","1320","1344","1270","62735","80834238","28129387104","21704774"
"021045","대호특수강우","KOSDAQ","중견기업부","2740","-5","-0.18","2740","2760","2700","2517","6831535","2324868080","848492"
"067080","대화제약","KOSDAQ","중견기업부","14450","-280","-1.90","14810","14870","14260","49731","719389250","269010592500","18616650"
"298540","더네이쳐홀딩스","KOSDAQ","우량기업부","12390","40","0.32","12350","12500","12210","36609","451395280","183969891840","14848256"
"032860","더라미","KOSDAQ","중견기업부","1195","-9","-0.75","1193","1212","1170","29543","34988572","48273056285","40395863"
"214610","더바이오메드","KOSDAQ","기술성장기업부","5240","-80","-1.50","5320","5370","5190","32369","169771280","26988955360","5150564"
"475560","더본코리아","KOSPI",,"28000","-50","-0.18","28050","28200","27850","31398","879214750","412643280000","14737260"
"192080","더블유게임즈","KOSPI",,"57600","0","0.00","57500","57700","56700","28572","1632902050","1238164185600","21495906"
"393890","더블유씨피","KOSDAQ GLOBAL","기술성장기업부","7190","-110","-1.51","7440","7670","7080","582561","4256421440","243332205360","33843144"
"299170","더블유에스아이","KOSDAQ","중견기업부","1699","-56","-3.19","1755","1755","1688","143021","244255852","57649963397","33931703"
"012510","더존비즈온","KOSPI",,"70300","2300","3.38","68200","70500","67300","303803","20922526950","2135909715200","30382784"
"462860","더즌","KOSDAQ","중견기업부","4315","-295","-6.40","4665","4715","4260","3292295","14609043149","308148203955","71413257"
"224060","더코디","KOSDAQ","투자주의환기종목(소속부없음)","3205","135","4.40","3070","3300","3035","23935","76060107","16540114010","5160722"
"302920","더콘텐츠온","KONEX","일반기업부","5100","0","0.00","0","0","0","0","0","23217030900","4552359"
"043090","더테크놀로지","KOSDAQ","투자주의환기종목(소속부없음)","380","0","0.00","0","0","0","0","0","4718944500","12418275"
"213420","덕산네오룩스","KOSDAQ GLOBAL","우량기업부","33350","-1800","-5.12","35250","35250","32800","197351","6590867975","828119819650","24831179"
"317330","덕산테코피아","KOSDAQ","중견기업부","15030","-220","-1.44","15250","15250","14840","72099","1078351620","307763057520","20476584"
"077360","덕산하이메탈","KOSDAQ","우량기업부","4080","-20","-0.49","4100","4105","4000","107515","433880687","185382968160","45437002"
"004830","덕성","KOSPI",,"6030","-20","-0.33","6060","6060","5940","45088","269808090","94550400000","15680000"
"004835","덕성우","KOSPI",,"7980","-100","-1.24","8010","8060","7920","6342","50629510","11108160000","1392000"
"090410","덕신이피씨","KOSDAQ","우량기업부","1486","12","0.81","1485","1486","1468","127430","187787511","68480965170","46084095"
"263600","덕우전자","KOSDAQ","중견기업부","4685","-55","-1.16","4735","4755","4665","18031","84465615","74633502350","15930310"
"194480","데브시스터즈","KOSDAQ","벤처기업부","46750","3950","9.23","42500","46800","42400","201368","9034881100","570497262500","12203150"
"373160","데이원컴퍼니","KOSDAQ","기술성장기업부","6670","-100","-1.48","6760","6760","6570","29792","198137910","91802745100","13763530"
"263800","데이타솔루션","KOSDAQ","중견기업부","5650","-260","-4.40","5940","5940","5570","318027","1800675970","91639497000","16219380"
"199150","데이터스트림즈","KONEX","일반기업부","3050","-45","-1.45","3050","3050","3050","10","30500","13019269650","4268613"
"206560","덱스터","KOSDAQ","기술성장기업부","5880","-60","-1.01","5990","5990","5800","75025","439948030","149421007680","25411736"
"261200","덴티스","KOSDAQ","우량기업부","6620","-60","-0.90","6680","6680","6550","29520","194192605","104660214000","15809700"
"145720","덴티움","KOSPI",,"63600","1000","1.60","62700","64000","62400","35696","2252516850","703977588000","11068830"
"227420","도부","KONEX","일반기업부","1100","121","12.36","1121","1121","833","1544","1510398","41848961000","38044510"
"067990","도이치모터스","KOSDAQ","우량기업부","4605","-5","-0.11","4640","4640","4550","68588","314341835","134381037750","29181550"
"002150","도화엔지니어링","KOSPI",,"6690","-40","-0.59","6730","6730","6620","26035","173177500","225586800000","33720000"
"006620","동구바이오제약","KOSDAQ","우량기업부","5090","10","0.20","5080","5120","5010","41438","209694255","144886809280","28464992"
"100130","동국S&C","KOSDAQ","중견기업부","2890","-25","-0.86","2900","2905","2840","138653","397075615","165143270000","57143000"
"005160","동국산업","KOSDAQ","중견기업부","3820","-45","-1.16","3865","3865","3780","49759","189269340","207213921240","54244482"
"303810","동국생명과학","KOSDAQ","중견기업부","8850","-140","-1.56","9000","9060","8820","90998","806695940","141529819500","15992070"
"460850","동국씨엠","KOSPI",,"6560","80","1.23","6480","6630","6480","113894","747607985","196135183360","29898656"
"075970","동국알앤에스","KOSDAQ","중견기업부","2400","0","0.00","2400","2415","2385","26544","63477960","44160000000","18400000"
"460860","동국제강","KOSPI",,"9650","20","0.21","9630","9720","9450","83718","798724455","478717364050","49608017"
"086450","동국제약","KOSDAQ GLOBAL","우량기업부","17440","-250","-1.41","17730","17740","17350","82574","1442637145","782772338400","44883735"
"001230","동국홀딩스","KOSPI",,"8530","40","0.47","8660","8690","8410","212837","1816711830","271258119990","31800483"
"023450","동남합성","KOSPI",,"34350","100","0.29","34250","34400","34250","785","26938275","120225000000","3500000"
"004140","동방","KOSPI",,"2870","85","3.05","2810","3055","2755","9500627","27832005262","137678968420","47971766"
"240550","동방메디컬","KOSDAQ","벤처기업부","12350","-460","-3.59","12800","12900","12190","196584","2449034455","256570509000","20774940"
"099410","동방선기","KOSDAQ","벤처기업부","3350","-80","-2.33","3490","3490","3295","73436","244767180","46900000000","14000000"
"007590","동방아그로","KOSPI",,"6270","0","0.00","6290","6290","6250","1857","11639290","85382207790","13617577"
"005960","동부건설","KOSPI",,"5430","-100","-1.81","5600","5600","5370","40527","219853020","124600380090","22946663"
"005965","동부건설우","KOSPI",,"19600","-350","-1.75","19950","19950","19600","759","15044510","4424347200","225732"
"026960","동서","KOSPI",,"30450","550","1.84","30100","30600","29600","141722","4258772775","3035865000000","99700000"
"002210","동성제약","KOSPI",,"973","0","0.00","0","0","0","0","0","25900780311","26619507"
"102260","동성케미컬","KOSPI",,"4525","25","0.56","4500","4525","4440","150921","676159253","227049979275","50176791"
"033500","동성화인텍","KOSDAQ","우량기업부","24750","-1100","-4.26","25900","26200","24550","305813","7621452450","742239976500","29989494"
"025950","동신건설","KOSDAQ","우량기업부","23400","-150","-0.64","23450","24500","23000","68050","1606084375","196560000000","8400000"
"000640","동아쏘시오홀딩스","KOSPI",,"116200","-800","-0.68","118800","119000","114500","6636","767609200","759533630800","6536434"
"170900","동아에스티","KOSPI",,"48600","450","0.93","48600","49150","48000","12907","627447375","454538547000","9352645"
"088130","동아엘텍","KOSDAQ","중견기업부","2930","-15","-0.51","2980","2980","2915","6835","19977685","51231970020","17485314"
"028100","동아지질","KOSPI",,"16790","10","0.06","16750","16790","16230","26543","438145160","224809738580","13389502"
"041930","동아화성","KOSDAQ","우량기업부","6100","-30","-0.49","6110","6110","5980","35958","217017075","96380000000","15800000"
"001520","동양","KOSPI",,"645","-4","-0.62","649","649","637","301259","193218917","153951220635","238684063"
"001527","동양2우B","KOSPI",,"8560","-120","-1.38","8530","8560","8350","653","5557180","2641350640","308569"
"084670","동양고속","KOSPI",,"8780","50","0.57","8730","8990","8620","6643","57953430","25423095820","2895569"
"082640","동양생명","KOSPI",,"6780","-90","-1.31","6940","6940","6740","107360","730842680","1094011206300","161358585"
"060380","동양에스텍","KOSDAQ","우량기업부","1412","-2","-0.14","1414","1425","1405","15224","21465177","27816400000","19700000"
"001525","동양우","KOSPI",,"4255","-5","-0.12","4260","4260","4230","64","271385","2628445405","617731"
"079960","동양이엔피","KOSDAQ","우량기업부","23950","-550","-2.24","24550","24550","23150","37848","896825425","188247000000","7860000"
"008970","동양철관","KOSPI",,"1612","-52","-3.13","1690","1724","1578","33955986","56120941002","257600525780","159801815"
"228340","동양파일","KOSDAQ","중견기업부","2050","-5","-0.24","2055","2100","2025","43673","89474225","41000000000","20000000"
"088910","동우팜투테이블","KOSDAQ","우량기업부","2135","0","0.00","2135","2135","2095","17370","36698562","55150816140","25831764"
"094170","동운아나텍","KOSDAQ","우량기업부","18310","260","1.44","18070","18390","17870","49603","899841070","382860928160","20909936"
